subject_id,race,sex,age,has_injury,role,role_number,resistance
15310,Black,Female,28,No,A,1,commission of crime
15311,White,Female,36,Yes,A,1,assaulted officer
15312,White,Male,21,No,A,3,commission of crime
15313,Native American,Male,21,Yes,A,1,fled on foot
15314,Native American,Male,27,Yes,A,1,tensed
15315,Black,Male,20,No,A,1,commission of crime
15316,Black,Male,37,Yes,A,1,verbal non-compliance
15317,White,Male,26,Yes,A,1,assaulted officer
15318,White,Female,41,,A,1,tensed
15319,White,Male,29,Yes,A,1,verbal non-compliance
15320,White,Male,36,No,A,1,assaulted officer
15321,White,Female,20,No,A,1,tensed
15322,Black,Male,16,,A,2,fled on foot
15323,Black,Male,47,,A,1,unspecified
15324,Black,Male,23,Yes,A,1,fled on foot
15325,Black,Male,24,Yes,A,1,tensed
15326,White,Male,24,Yes,A,1,unspecified
15327,Black,Male,18,No,A,1,assaulted officer
15328,Black,Male,0,,OT,2,verbal non-compliance
15329,Black,Male,25,,S,1,tensed
15330,Black,Male,0,,S,1,commission of crime
15331,White,Male,14,,A,1,tensed
15332,Native American,Male,25,No,A,1,tensed
15333,White,Male,35,No,A,1,tensed
15334,Black,Male,37,Yes,A,1,verbal non-compliance
15335,Black,Male,36,No,A,1,commission of crime
15336,Null,Male,32,,A,1,tensed
15337,Black,Male,28,No,A,1,unspecified
15338,White,Male,29,Yes,A,1,assaulted officer
15339,Black,Male,23,Yes,A,1,tensed
15340,Black,Female,44,,A,2,commission of crime
15341,Black,Male,45,Yes,A,1,tensed
15342,Black,Male,25,No,A,1,tensed
15343,Black,Male,33,,A,1,tensed
15344,Black,Male,34,No,A,1,assaulted officer
15345,White,Male,31,,A,1,commission of crime
15346,Native American,Male,33,,A,2,commission of crime
15347,Black,Male,27,No,A,1,assaulted officer
15348,Black,Male,46,,A,1,tensed
15349,Black,Male,43,Yes,OT,1,assaulted officer
15350,Black,Male,22,,OT,2,unspecified
15351,White,Male,48,Yes,OT,1,tensed
15352,Other / Mixed Race,Male,12,,A,1,tensed
15353,White,Male,37,Yes,OT,1,commission of crime
15354,White,Male,30,No,S,1,commission of crime
15355,White,Male,54,Yes,A,1,unspecified
15356,Black,Male,20,No,S,2,commission of crime
15357,White,Male,53,No,A,1,tensed
15358,White,Male,55,No,V,1,tensed
15359,Black,Male,31,No,A,1,verbal non-compliance
15360,Black,Male,37,,V,1,tensed
15361,White,Male,72,Yes,A,1,tensed
15362,Native American,Female,33,,OT,1,tensed
15363,Black,Male,25,,A,1,fled on foot
15364,Black,Male,34,Yes,A,1,unspecified
15365,Black,Male,30,No,A,1,fled on foot
15366,White,Male,52,No,OT,1,tensed
15367,Other / Mixed Race,Male,37,Yes,S,1,commission of crime
15368,Black,Male,51,,A,1,fled on foot
15369,Other / Mixed Race,Male,16,,A,1,verbal non-compliance
15370,Black,Male,16,,S,1,commission of crime
15371,Black,Male,17,Yes,A,2,unspecified
15372,White,Male,27,,OT,1,unspecified
15373,White,Male,33,,A,1,tensed
15374,Black,Male,23,Yes,A,1,fled on foot
15375,White,Male,35,No,A,1,commission of crime
15376,Black,Male,33,No,A,1,assaulted officer
15377,Native American,Male,15,Yes,A,2,tensed
15378,Black,Male,15,Yes,A,1,commission of crime
15379,Black,Male,19,Yes,A,1,fled on foot
15380,Black,Male,20,,S,2,commission of crime
15381,Black,Male,31,Yes,A,1,commission of crime
15382,Black,Male,22,,A,1,fled on foot
15383,Black,Male,51,Yes,A,1,commission of crime
15384,Black,Male,18,No,A,1,tensed
15385,Black,Male,38,Yes,S,1,commission of crime
15386,Black,Male,43,,OT,1,verbal non-compliance
15387,Black,Male,26,Yes,A,1,assaulted officer
15388,White,Male,28,Yes,OT,1,tensed
15389,White,Male,53,Yes,S,1,assaulted officer
15390,Black,Male,20,No,A,2,fled on foot
15391,White,Male,24,,A,1,tensed
15392,White,Male,36,,S,1,tensed
15393,Black,Male,34,No,A,1,commission of crime
15394,Black,Male,48,,A,1,unspecified
15395,White,Male,25,No,V,1,tensed
15396,Black,Male,21,Yes,A,1,tensed
15397,Native American,Female,0,,OT,2,verbal non-compliance
15398,Black,Male,44,,OT,1,tensed
15399,White,Male,26,Yes,A,1,assaulted officer
15400,Null,Null,0,No,OT,1,verbal non-compliance
15401,White,Male,57,,OT,1,verbal non-compliance
15402,Black,Male,27,No,A,1,tensed
15403,White,Male,21,,S,1,verbal non-compliance
15404,Black,Male,15,,A,1,commission of crime
15405,Black,Male,32,Yes,A,1,commission of crime
15406,White,Male,35,,A,1,verbal non-compliance
15407,Black,Female,18,,O,1,tensed
15408,Black,Male,30,No,A,1,tensed
15409,Black,Male,22,Yes,A,1,fled on foot
15410,Black,Male,0,No,A,1,tensed
15411,Black,Male,21,,S,2,commission of crime
15412,Native American,Male,28,No,A,1,fled on foot
15413,Black,Male,27,No,A,1,tensed
15414,White,Female,22,Yes,A,1,assaulted officer
15415,White,Male,27,No,A,1,assaulted officer
15416,Native American,Female,31,Yes,A,1,tensed
15417,Black,Male,53,,OT,1,assaulted officer
15418,White,Male,39,No,OT,1,tensed
15419,Black,Male,41,No,A,1,commission of crime
15420,Black,Male,20,,S,1,commission of crime
15421,White,Male,19,,A,1,tensed
15422,Black,Male,28,,A,1,tensed
15423,White,Male,49,No,A,1,tensed
15424,Native American,Female,23,,OT,1,tensed
15425,White,Male,24,,A,1,commission of crime
15426,Black,Female,0,,OT,2,tensed
15427,Black,Male,20,No,A,1,commission of crime
15428,Black,Male,23,No,A,1,fled on foot
15429,Black,Male,0,,S,1,verbal non-compliance
15430,Black,Male,30,,OT,1,fled on foot
15431,Black,Male,18,No,A,1,tensed
15432,Black,Male,23,Yes,A,1,tensed
15433,Native American,Male,20,No,A,1,commission of crime
15434,White,Male,44,No,A,1,tensed
15435,Null,Female,18,,S,2,verbal non-compliance
15436,Black,Male,25,Yes,A,1,commission of crime
15437,Black,Male,35,,A,1,unspecified
15438,Black,Male,22,Yes,A,1,tensed
15439,White,Female,37,,S,1,tensed
15440,Black,Male,28,Yes,A,1,fled in vehicle
15441,Black,Female,15,No,A,1,tensed
15442,Black,Male,31,Yes,A,1,verbal non-compliance
15443,Black,Male,31,Yes,A,1,fled on foot
15444,Black,Male,17,Yes,A,2,unspecified
15445,Black,Male,20,No,OT,1,unspecified
15446,Black,Male,33,No,A,1,fled on foot
15447,White,Female,23,Yes,A,1,commission of crime
15448,Black,Male,31,Yes,A,1,fled on foot
15449,Black,Male,27,Yes,OT,1,tensed
15450,Black,Male,25,,A,1,verbal non-compliance
15451,Native American,Male,37,Yes,A,1,tensed
15452,Black,Male,36,No,S,1,unspecified
15453,Black,Female,18,,S,1,commission of crime
15454,Black,Male,32,Yes,A,1,commission of crime
15455,Black,Male,20,No,A,1,tensed
15456,Null,Male,30,,S,2,tensed
15457,Black,Male,20,,S,1,commission of crime
15458,Black,Male,19,No,A,1,unspecified
15459,Black,Male,17,,OT,4,tensed
15460,Black,Male,36,No,A,1,tensed
15461,White,Male,53,No,A,1,tensed
15462,Black,Male,31,Yes,A,1,tensed
15463,Black,Male,20,,A,1,tensed
15464,White,Male,38,Yes,V,1,tensed
15465,White,Male,26,Yes,A,1,assaulted officer
15466,Black,Male,41,No,A,1,tensed
15467,Black,Male,28,Yes,V,1,tensed
15468,Black,Male,35,,OT,1,tensed
15469,Black,Male,41,Yes,A,1,fled on foot
15470,Black,Male,29,,A,1,tensed
15471,Black,Male,15,Yes,A,1,fled on foot
15472,Black,Male,16,No,A,2,fled on foot
15473,Black,Female,43,No,O,1,unspecified
15474,Black,Male,29,No,A,1,unspecified
15475,White,Male,21,Yes,A,1,commission of crime
15476,Black,Male,45,No,A,1,commission of crime
15477,Black,Male,22,Yes,A,2,tensed
15478,Black,Male,21,,S,1,commission of crime
15479,Other / Mixed Race,Male,34,Yes,OT,1,tensed
15480,Black,Male,22,No,A,1,assaulted officer
15481,Black,Male,12,,OT,1,unspecified
15482,Black,Male,48,No,OT,2,unspecified
15483,White,Female,27,,A,1,tensed
15484,White,Male,22,,S,1,tensed
15485,Other / Mixed Race,Male,21,No,A,1,commission of crime
15486,Black,Male,18,,A,2,unspecified
15487,Black,Female,41,,V,1,tensed
15488,Black,Male,31,,OT,2,verbal non-compliance
15489,Black,Female,23,,S,2,commission of crime
15490,Black,Male,31,No,A,1,commission of crime
15491,Black,Male,21,No,A,1,assaulted officer
15492,Black,Male,23,No,A,1,tensed
15493,Null,Male,27,Yes,OT,1,tensed
15494,Black,Female,20,,S,5,commission of crime
15495,Native American,Male,28,Yes,A,1,assaulted officer
15496,Black,Male,14,,A,2,verbal non-compliance
15497,Black,Male,20,No,A,1,tensed
15498,White,Male,55,No,V,1,tensed
15499,Black,Male,30,Yes,A,1,commission of crime
15500,Black,Male,55,No,A,1,tensed
15501,Black,Male,21,,S,1,commission of crime
15502,White,Male,25,No,A,1,fled on foot
15503,White,Male,30,,A,1,fled on foot
15504,Null,Female,21,,S,1,commission of crime
15505,White,Male,30,Yes,A,1,tensed
15506,Black,Male,32,Yes,A,1,fled on foot
15507,Black,Male,28,Yes,V,1,tensed
15508,Null,Female,37,Yes,OT,1,tensed
15509,White,Male,46,Yes,A,1,commission of crime
15510,Black,Male,40,No,A,1,tensed
15511,Null,Male,51,Yes,S,1,assaulted officer
15512,Null,Male,51,Yes,S,1,assaulted officer
15513,Black,Female,0,No,OT,1,assaulted officer
15514,Black,Male,50,,A,1,assaulted officer
15515,Black,Male,38,No,OT,1,verbal non-compliance
15516,Black,Male,23,,A,1,commission of crime
15517,White,Male,34,,A,1,tensed
15518,Black,Male,48,,A,1,tensed
15519,Black,Male,28,No,A,1,commission of crime
15520,Black,Male,18,,OT,1,unspecified
15521,White,Male,57,No,A,1,tensed
15522,Black,Male,63,,A,1,tensed
15523,Black,Male,16,No,O,1,commission of crime
15524,Native American,Male,28,No,A,1,fled on foot
15525,Black,Male,35,No,A,1,commission of crime
15526,Black,Male,56,Yes,S,1,verbal non-compliance
15527,White,Male,25,Yes,A,1,fled on foot
15528,White,Female,49,No,A,1,commission of crime
15529,White,Female,28,No,A,1,assaulted officer
15530,Black,Male,37,,A,1,commission of crime
15531,Native American,Male,29,No,S,1,commission of crime
15532,Black,Male,30,Yes,A,1,unspecified
15533,Black,Female,16,,A,1,tensed
15534,White,Male,52,No,OT,1,tensed
15535,White,Male,55,,A,1,fled on foot
15536,Black,Male,20,No,S,2,commission of crime
15537,Black,Male,38,Yes,A,1,tensed
15538,Black,Male,18,No,S,1,commission of crime
15539,Native American,Male,51,,A,1,tensed
15540,White,Male,30,,A,1,verbal non-compliance
15541,Black,Male,20,,A,1,tensed
15542,Black,Male,25,,S,1,commission of crime
15543,Native American,Male,21,Yes,A,1,commission of crime
15544,White,Male,54,Yes,A,1,unspecified
15545,Black,Male,17,Yes,A,1,commission of crime
15546,White,Male,20,No,S,1,commission of crime
15547,Black,Male,53,Yes,A,1,commission of crime
15548,White,Male,25,No,A,1,assaulted officer
15549,Black,Female,27,,A,2,verbal non-compliance
15550,White,Male,14,,S,1,tensed
15551,Black,Male,26,,S,2,verbal non-compliance
15552,Other / Mixed Race,Male,17,Yes,A,1,tensed
15553,Black,Female,25,Yes,S,1,commission of crime
15554,Black,Female,48,Yes,OT,1,assaulted officer
15555,Black,Male,64,No,A,1,unspecified
15556,Null,Male,38,No,OT,1,fled on foot
15557,Black,Male,55,Yes,A,1,unspecified
15558,Null,Null,15,,A,1,tensed
15559,White,Male,20,No,S,1,assaulted officer
15560,Black,Male,22,Yes,S,1,tensed
15561,Null,Null,21,,S,1,commission of crime
15562,White,Male,32,Yes,A,1,fled on foot
15563,Black,Female,16,,A,1,tensed
15564,White,Male,26,Yes,A,1,assaulted officer
15565,Null,Male,26,No,A,1,assaulted officer
15566,Black,Male,18,,S,1,commission of crime
15567,Black,Male,20,,S,1,verbal non-compliance
15568,Black,Male,22,No,A,1,assaulted officer
15569,Black,Female,0,,S,1,commission of crime
15570,Black,Female,23,Yes,A,1,assaulted officer
15571,Black,Male,18,No,A,1,fled on foot
15572,Asian,Male,22,,A,1,commission of crime
15573,Black,Male,36,No,A,1,fled on foot
15574,Black,Male,26,Yes,A,1,commission of crime
15575,Black,Male,34,Yes,OT,1,commission of crime
15576,White,Male,23,Yes,A,1,fled on foot
15577,Black,Male,47,,A,1,tensed
15578,White,Male,20,,A,1,commission of crime
15579,Black,Male,24,Yes,A,2,commission of crime
15580,Black,Male,33,Yes,A,1,tensed
15581,White,Male,30,,S,1,commission of crime
15582,White,Female,20,,A,1,tensed
15583,Black,Male,20,No,A,1,unspecified
15584,Null,Null,42,No,OT,1,tensed
15585,Black,Male,14,,A,2,tensed
15586,Black,Male,27,Yes,A,1,tensed
15587,Black,Male,22,No,A,1,tensed
15588,White,Male,45,Yes,A,1,unspecified
15589,Black,Female,55,Yes,S,1,commission of crime
15590,Black,Male,22,,OT,1,commission of crime
15591,Black,Male,23,Yes,A,1,assaulted officer
15592,Black,Female,23,,S,1,commission of crime
15593,Native American,Male,26,,A,1,unspecified
15594,White,Male,21,Yes,A,1,tensed
15595,White,Male,27,Yes,A,1,commission of crime
15596,White,Female,14,,OT,1,verbal non-compliance
15597,Black,Male,18,No,A,1,unspecified
15598,Black,Male,27,No,S,1,commission of crime
15599,Black,Male,40,Yes,A,1,tensed
15600,Native American,Male,27,,A,1,tensed
15601,Black,Male,48,Yes,A,1,tensed
15602,White,Male,26,,A,1,assaulting police horse
15603,Native American,Female,18,Yes,A,1,assaulted officer
15604,Black,Male,30,No,OT,1,tensed
15605,Black,Male,22,Yes,A,1,assaulted officer
15606,Native American,Male,32,Yes,A,1,fled on foot
15607,White,Male,24,Yes,A,1,commission of crime
15608,Black,Female,16,,A,1,fled on foot
15609,White,Male,36,Yes,A,1,commission of crime
15610,Black,Male,28,No,V,3,commission of crime
15611,Black,Male,36,,A,1,commission of crime
15612,Black,Male,19,No,A,2,unspecified
15613,White,Male,31,Yes,A,1,tensed
15614,Other / Mixed Race,Male,20,,S,1,verbal non-compliance
15615,Black,Male,26,Yes,A,2,tensed
15616,Black,Male,16,No,A,1,tensed
15617,Black,Male,35,,A,1,assaulted officer
15618,Black,Male,21,Yes,A,1,fled on foot
15619,White,Female,49,Yes,A,1,commission of crime
15620,Black,Male,39,Yes,OT,1,assaulted officer
15621,Black,Male,20,Yes,A,1,tensed
15622,Black,Male,25,,A,1,commission of crime
15623,Black,Male,57,No,A,1,verbal non-compliance
15624,White,Male,27,,A,1,tensed
15625,Black,Male,20,Yes,A,1,fled on foot
15626,Black,Male,49,,A,1,commission of crime
15627,Black,Male,15,,A,1,verbal non-compliance
15628,White,Male,38,,A,1,assaulted officer
15629,Black,Male,38,No,A,1,verbal non-compliance
15630,Black,Male,38,Yes,A,1,fled on foot
15631,White,Male,30,,A,1,tensed
15632,Black,Female,29,No,A,1,unspecified
15633,White,Male,35,Yes,A,1,commission of crime
15634,Black,Male,23,No,A,1,unspecified
15635,Other / Mixed Race,Male,30,Yes,A,1,unspecified
15636,Black,Male,40,,S,2,commission of crime
15637,Native American,Male,28,,A,1,verbal non-compliance
15638,Black,Male,24,,A,1,tensed
15639,Black,Male,19,,A,1,tensed
15640,Black,Male,27,Yes,A,2,fled on foot
15641,Black,Male,21,Yes,A,2,commission of crime
15642,Black,Male,27,,A,1,tensed
15643,Black,Male,20,,OT,1,tensed
15644,Black,Male,25,,S,1,commission of crime
15645,Black,Male,26,No,A,1,unspecified
15646,Black,Male,0,,S,1,commission of crime
15647,Black,Female,20,,S,1,verbal non-compliance
15648,Black,Male,21,No,A,1,tensed
15649,Black,Female,21,No,A,1,unspecified
15650,White,Female,20,,A,1,unspecified
15651,Black,Male,24,No,A,1,tensed
15652,White,Male,26,Yes,A,1,assaulted officer
15653,Native American,Male,44,No,A,1,tensed
15654,Black,Male,30,,A,1,tensed
15655,Null,Male,32,,A,2,commission of crime
15656,Black,Male,24,Yes,A,4,assaulting police k9
15657,White,Male,41,,OT,1,unspecified
15658,Asian,Male,25,Yes,A,1,fled on foot
15659,White,Male,35,Yes,S,1,unspecified
15660,Black,Female,26,,A,1,commission of crime
15661,White,Male,23,No,A,1,commission of crime
15662,Black,Male,23,No,A,1,commission of crime
15663,Black,Male,60,Yes,A,1,commission of crime
15664,Other / Mixed Race,Male,14,No,A,1,fled on foot
15665,White,Male,47,No,A,1,tensed
15666,White,Male,21,Yes,A,1,fled on foot
15667,White,Male,24,,A,1,commission of crime
15668,Black,Female,25,No,OT,1,commission of crime
15669,Native American,Male,29,No,A,1,tensed
15670,Other / Mixed Race,Male,25,Yes,S,1,tensed
15671,White,Male,22,No,S,1,tensed
15672,Black,Male,20,,A,1,verbal non-compliance
15673,Black,Female,27,,A,1,commission of crime
15674,Black,Male,24,,A,1,unspecified
15675,Black,Male,30,Yes,A,1,assaulted officer
15676,White,Male,38,No,A,1,commission of crime
15677,White,Male,50,No,A,1,tensed
15678,Black,Male,22,Yes,A,1,tensed
15679,White,Female,25,Yes,A,1,assaulted officer
15680,White,Male,69,,A,1,tensed
15681,White,Female,28,Yes,A,2,commission of crime
15682,White,Female,33,,A,1,commission of crime
15683,White,Male,22,No,V,1,tensed
15684,Black,Male,29,,V,1,tensed
15685,Black,Female,21,No,A,2,assaulted officer
15686,Black,Male,24,No,A,1,commission of crime
15687,White,Male,28,Yes,S,1,tensed
15688,Other / Mixed Race,Male,16,Yes,S,1,commission of crime
15689,Black,Male,16,,A,1,tensed
15690,Black,Male,36,No,A,1,fled on foot
15691,Black,Male,22,Yes,A,1,commission of crime
15692,White,Male,40,No,A,1,commission of crime
15693,White,Male,32,Yes,A,1,verbal non-compliance
15694,White,Male,31,Yes,A,1,commission of crime
15695,Black,Male,33,No,A,1,assaulted officer
15696,Black,Male,22,No,A,5,verbal non-compliance
15697,White,Female,31,Yes,A,1,tensed
15698,Black,Male,19,,OT,1,tensed
15699,Black,Male,24,Yes,A,1,commission of crime
15700,Black,Male,22,Yes,A,1,fled on foot
15701,Black,Male,32,No,A,1,tensed
15702,White,Male,31,,A,1,tensed
15703,White,Female,24,Yes,A,1,assaulted officer
15704,White,Male,22,No,A,1,tensed
15705,Black,Male,21,,S,1,commission of crime
15706,Black,Female,34,,S,1,verbal non-compliance
15707,Black,Male,25,No,A,2,unspecified
15708,Black,Male,22,Yes,A,1,commission of crime
15709,White,Male,59,No,OT,1,verbal non-compliance
15710,Black,Female,20,,A,1,tensed
15711,White,Male,39,No,A,1,tensed
15712,White,Male,38,No,A,1,tensed
15713,Black,Male,63,No,A,1,verbal non-compliance
15714,Null,Female,0,,S,2,commission of crime
15715,Black,Male,51,,A,1,tensed
15716,Black,Male,52,No,OT,1,tensed
15717,Native American,Male,49,Yes,A,1,fled on foot
15718,Black,Male,14,,A,1,tensed
15719,Black,Male,27,No,A,1,fled on foot
15720,White,Male,25,Yes,A,1,tensed
15721,White,Male,31,Yes,A,1,verbal non-compliance
15722,Null,Male,44,,OT,1,verbal non-compliance
15723,Native American,Male,26,,A,1,unspecified
15724,White,Male,25,,S,1,commission of crime
15725,White,Male,39,No,OT,1,tensed
15726,White,Male,34,No,AL,1,fled on foot
15727,Black,Female,20,,A,1,tensed
15728,Black,Male,24,,A,2,commission of crime
15729,Black,Male,51,,A,1,tensed
15730,Native American,Male,28,,A,1,verbal non-compliance
15731,Native American,Male,24,No,A,1,fled on foot
15732,Black,Male,28,,V,1,commission of crime
15733,Black,Male,33,No,A,1,verbal non-compliance
15734,Black,Male,32,Yes,A,1,commission of crime
15735,Black,Male,27,No,A,1,tensed
15736,White,Female,22,Yes,A,1,assaulted officer
15737,Black,Male,28,No,A,1,commission of crime
15738,Black,Male,27,,S,1,tensed
15739,Black,Female,14,,A,1,assaulted officer
15740,Black,Male,22,Yes,A,1,fled on foot
15741,White,Male,28,No,A,1,tensed
15742,White,Male,34,No,A,1,fled on foot
15743,Asian,Male,22,,A,1,unspecified
15744,Black,Male,31,No,A,1,verbal non-compliance
15745,Black,Male,17,No,A,1,fled in vehicle
15746,Black,Male,41,,OT,1,verbal non-compliance
15747,Black,Male,43,No,A,1,tensed
15748,White,Male,43,No,A,1,unspecified
15749,Black,Male,18,Yes,A,1,unspecified
15750,Black,Female,13,,A,2,fled on foot
15751,Native American,Male,65,,A,1,tensed
15752,Black,Male,50,No,A,1,tensed
15753,Black,Male,18,Yes,A,2,tensed
15754,White,Male,28,Yes,A,1,tensed
15755,Black,Male,27,Yes,A,1,fled on foot
15756,Native American,Male,26,Yes,S,1,verbal non-compliance
15757,Black,Male,21,,S,4,commission of crime
15758,Black,Male,25,,A,1,fled on foot
15759,Black,Female,24,,A,1,commission of crime
15760,Black,Male,27,Yes,A,1,commission of crime
15761,Black,Male,30,,A,1,commission of crime
15762,White,Male,18,Yes,OT,1,tensed
15763,Null,Male,43,Yes,OT,1,tensed
15764,Black,Male,17,,A,1,tensed
15765,Other / Mixed Race,Male,24,No,A,1,verbal non-compliance
15766,Other / Mixed Race,Female,24,,A,1,commission of crime
15767,Black,Male,21,Yes,A,1,commission of crime
15768,White,Male,57,Yes,A,1,tensed
15769,Black,Male,24,No,A,2,commission of crime
15770,Black,Male,27,No,A,1,commission of crime
15771,Black,Male,48,No,A,1,fled on foot
15772,Black,Male,26,,A,1,tensed
15773,Black,Male,29,No,A,2,tensed
15774,Black,Male,14,,A,1,commission of crime
15775,Black,Male,35,No,A,1,verbal non-compliance
15776,Black,Male,23,Yes,A,1,fled in vehicle
15777,White,Male,27,,A,1,commission of crime
15778,Black,Male,22,Yes,A,1,assaulted officer
15779,Null,Null,0,,S,1,unspecified
15780,Other / Mixed Race,Male,24,Yes,A,2,unspecified
15781,Black,Male,21,,OT,1,tensed
15782,Other / Mixed Race,Male,36,,S,1,verbal non-compliance
15783,Black,Male,24,No,A,1,unspecified
15784,Black,Male,25,,S,1,verbal non-compliance
15785,Black,Male,39,Yes,A,1,commission of crime
15786,White,Male,46,No,A,1,tensed
15787,Black,Female,20,,S,2,commission of crime
15788,Black,Male,18,No,A,1,tensed
15789,White,Male,21,Yes,A,1,commission of crime
15790,White,Male,32,No,A,1,tensed
15791,Black,Male,37,No,A,1,assaulted officer
15792,Black,Male,22,Yes,A,1,fled on foot
15793,Asian,Male,28,No,A,1,commission of crime
15794,Black,Male,25,No,A,1,fled on foot
15795,Black,Male,22,No,A,1,assaulted officer
15796,White,Female,18,No,A,1,assaulted officer
15797,White,Male,23,No,A,1,fled on foot
15798,Black,Female,18,,S,1,fled on foot
15799,White,Female,53,Yes,S,1,assaulted officer
15800,Black,Male,25,Yes,A,1,assaulted officer
15801,White,Male,45,Yes,A,1,unspecified
15802,White,Male,24,Yes,OT,1,verbal non-compliance
15803,White,Female,26,,A,1,assaulted officer
15804,Null,Female,15,,S,1,commission of crime
15805,White,Male,21,,A,1,tensed
15806,Black,Male,35,,SP,1,fled on foot
15807,White,Male,28,No,A,1,tensed
15808,Black,Male,29,,A,1,commission of crime
15809,Black,Male,22,No,A,1,commission of crime
15810,Black,Female,21,Yes,OT,1,tensed
15811,White,Male,36,No,A,1,assaulted officer
15812,Black,Male,38,No,V,1,verbal non-compliance
15813,Black,Male,20,,S,2,commission of crime
15814,Black,Male,32,No,A,1,fled on foot
15815,Black,Male,17,Yes,S,1,commission of crime
15816,Black,Female,36,,A,1,assaulted officer
15817,Black,Male,28,,A,1,tensed
15818,White,Male,36,Yes,OT,1,assaulted officer
15819,Black,Male,17,,A,1,tensed
15820,Black,Male,14,,A,1,tensed
15821,White,Male,57,Yes,A,1,assaulted officer
15822,Black,Male,37,No,A,1,fled in vehicle
15823,Black,Male,24,No,A,1,unspecified
15824,Black,Male,20,,S,1,commission of crime
15825,White,Female,25,,S,1,tensed
15826,Null,Male,51,Yes,S,1,assaulted officer
15827,White,Male,19,No,A,1,commission of crime
15828,Native American,Male,19,Yes,A,1,assaulted officer
15829,Black,Male,34,,OT,1,tensed
15830,Black,Male,17,No,A,1,tensed
15831,Black,Male,23,Yes,A,1,tensed
15832,Null,Male,24,Yes,S,1,unspecified
15833,Null,Null,0,,S,1,commission of crime
15834,Black,Male,33,Yes,S,1,assaulted officer
15835,Black,Male,31,Yes,A,1,unspecified
15836,Black,Female,21,,S,1,commission of crime
15837,Black,Male,39,Yes,A,1,commission of crime
15838,Native American,Male,21,Yes,A,1,commission of crime
15839,Other / Mixed Race,Female,17,Yes,A,1,commission of crime
15840,Black,Male,27,No,A,1,fled on foot
15841,Black,Male,40,Yes,A,1,commission of crime
15842,Black,Male,35,Yes,A,1,fled on foot
15843,Black,Male,19,Yes,A,1,assaulted officer
15844,Black,Female,38,Yes,A,1,tensed
15845,White,Male,54,,A,1,tensed
15846,Black,Male,33,,A,1,fled on foot
15847,Other / Mixed Race,Male,26,Yes,OT,1,assaulted officer
15848,White,Male,52,No,OT,1,tensed
15849,Black,Male,19,No,A,1,unspecified
15850,Null,Null,18,,S,2,verbal non-compliance
15851,White,Male,25,Yes,A,1,fled on foot
15852,Black,Female,44,No,A,1,verbal non-compliance
15853,Black,Male,42,No,OT,2,verbal non-compliance
15854,White,Male,21,,S,1,commission of crime
15855,Other / Mixed Race,Female,35,Yes,A,1,tensed
15856,Black,Male,22,Yes,A,2,tensed
15857,Black,Male,33,,A,1,unspecified
15858,Black,Male,49,,A,2,commission of crime
15859,Black,Female,22,,A,1,commission of crime
15860,Black,Male,32,,A,1,commission of crime
15861,Black,Male,36,Yes,A,1,commission of crime
15862,Black,Male,15,,A,1,fled on foot
15863,White,Male,28,Yes,A,1,assaulted officer
15864,Other / Mixed Race,Male,18,No,A,1,commission of crime
15865,Black,Male,37,No,A,1,verbal non-compliance
15866,Black,Male,29,,OT,1,unspecified
15867,Black,Male,22,No,A,1,assaulted officer
15868,Black,Male,19,Yes,A,1,fled on foot
15869,Black,Male,17,Yes,A,1,commission of crime
15870,White,Male,38,Yes,A,1,commission of crime
15871,White,Female,26,,OT,2,verbal non-compliance
15872,Other / Mixed Race,Male,15,Yes,A,1,tensed
15873,Black,Male,27,No,A,1,commission of crime
15874,White,Male,40,,A,1,tensed
15875,Black,Female,28,,A,2,commission of crime
15876,Black,Male,49,Yes,OT,1,tensed
15877,Native American,Male,43,No,S,1,fled on foot
15878,White,Male,25,Yes,S,1,tensed
15879,Black,Male,40,Yes,A,1,commission of crime
15880,White,Male,27,Yes,A,1,tensed
15881,Black,Male,28,No,A,1,tensed
15882,Black,Male,23,,A,1,tensed
15883,White,Male,51,Yes,A,1,tensed
15884,White,Male,59,Yes,A,1,tensed
15885,Native American,Male,38,Yes,A,1,tensed
15886,Other / Mixed Race,Male,21,,S,1,commission of crime
15887,Black,Male,19,,A,3,tensed
15888,Black,Male,22,Yes,A,2,assaulted officer
15889,White,Male,41,No,A,1,assaulted officer
15890,Black,Male,20,No,S,1,commission of crime
15891,Black,Male,21,,S,3,commission of crime
15892,Other / Mixed Race,Female,35,Yes,A,1,tensed
15893,White,Male,39,Yes,S,1,commission of crime
15894,Other / Mixed Race,Male,15,No,A,1,tensed
15895,Black,Female,20,,S,1,commission of crime
15896,Other / Mixed Race,Male,25,Yes,S,1,tensed
15897,White,Female,25,,S,2,unspecified
15898,Null,Male,18,,S,1,commission of crime
15899,Black,Male,18,No,A,2,tensed
15900,Black,Male,22,Yes,A,1,fled in vehicle
15901,Black,Male,0,Yes,OT,1,tensed
15902,Black,Male,20,No,A,2,assaulted officer
15903,Black,Male,27,Yes,A,1,commission of crime
15904,White,Male,23,Yes,A,1,fled on foot
15905,Black,Male,32,No,A,1,unspecified
15906,Black,Male,39,No,A,1,tensed
15907,White,Male,21,No,A,1,tensed
15908,Black,Male,21,,A,3,tensed
15909,White,Male,24,,S,1,tensed
15910,Black,Male,22,No,A,1,verbal non-compliance
15911,Black,Male,27,No,A,1,tensed
