subject_id,race,sex,age,has_injury,role,role_number,resistance
28173,Black,Male,54,,ARRESTEE,1,commission of a crime                                                          
28174,Black,Male,31,No,ARRESTEE,1,Null
28175,Black,Male,36,,ARRESTEE,1,fled on foot                                                                   
28176,Null,Female,0,,INVOLVED,1,commission of a crime                                                          
28177,White,Male,32,,ARRESTEE,1,tensed                                                                         
28178,Native American,Male,31,,ARRESTEE,1,verbal non-compliance                                                          
28179,Black,Male,29,,SP,1,tensed
28180,Asian,Female,25,,S,1,verbal non-compliance
28181,Black,Female,21,,OT,2,verbal non-compliance
28182,Null,Null,0,,OT,2,verbal non-compliance
28183,Black,Male,0,,S,1,unspecified
28184,Native American,Male,30,Yes,S,1,verbal non-compliance
28185,Black,Male,28,,A,1,unspecified
28186,Native American,Male,16,Yes,S,1,tensed
28187,White,Male,30,,A,1,tensed
28188,Black,Male,48,Yes,A,1,tensed
28189,Native American,Male,26,Yes,OT,1,verbal non-compliance
28190,Black,Male,29,No,A,1,fled on foot
28191,White,Male,40,No,A,1,unspecified
28192,Black,Male,25,,S,2,commission of crime
28193,Black,Male,21,Yes,A,1,commission of crime
28194,Black,Female,0,,OT,3,verbal non-compliance
28195,Other / Mixed Race,Female,22,,A,1,commission of crime
28196,Black,Male,35,,A,1,tensed
28197,Black,Male,18,No,A,1,tensed
28198,White,Male,20,Yes,A,1,tensed
28199,Black,Female,21,No,A,1,assaulted officer
28200,Black,Male,26,,OT,1,verbal non-compliance
28201,Black,Male,22,,S,1,commission of crime
28202,Black,Male,31,No,A,1,verbal non-compliance
28203,White,Male,41,Yes,A,1,fled in vehicle
28204,Black,Male,40,,A,1,tensed
28205,Black,Male,25,Yes,A,1,assaulted officer
28206,White,Male,46,,A,1,tensed
28207,Black,Female,0,,S,1,commission of crime
28208,Other / Mixed Race,Male,31,Yes,A,1,commission of crime
28209,Native American,Male,23,,A,1,verbal non-compliance
28210,Black,Male,22,Yes,A,1,tensed
28211,Black,Male,32,Yes,A,1,commission of crime
28212,Black,Male,19,Yes,A,1,commission of crime
28213,White,Male,33,Yes,A,1,commission of crime
28214,Black,Male,30,No,A,2,assaulted officer
28215,Black,Male,45,Yes,A,1,verbal non-compliance
28216,Null,Null,18,,S,1,commission of crime
28217,White,Male,19,No,A,2,fled on foot
28218,Black,Male,21,,S,1,commission of crime
28219,Black,Male,23,Yes,A,1,tensed
28220,Black,Female,15,No,S,1,commission of crime
28221,Black,Male,40,No,A,1,tensed
28222,Null,Female,24,No,S,1,verbal non-compliance
28223,Black,Male,29,Yes,A,1,tensed
28224,Other / Mixed Race,Male,17,Yes,A,1,tensed
28225,Black,Male,29,Yes,A,1,assaulted officer
28226,White,Male,21,,OT,1,tensed
28227,Black,Male,32,,A,2,verbal non-compliance
28228,Black,Female,48,Yes,OT,1,assaulted officer
28229,Black,Male,23,,OT,1,tensed
28230,Other / Mixed Race,Male,13,Yes,A,1,fled in vehicle
28231,Black,Male,32,No,A,1,tensed
28232,Black,Male,0,,S,1,unspecified
28233,Black,Male,31,No,A,1,fled on foot
28234,Native American,Male,18,No,A,1,fled on foot
28235,Black,Male,23,Yes,A,1,fled on foot
28236,Native American,Male,41,Yes,A,1,fled in vehicle
28237,Black,Male,28,No,A,1,commission of crime
28238,White,Male,27,,A,1,tensed
28239,Black,Male,40,,ARRESTEE,1,verbal non-compliance                                                          
28240,Null,Male,18,,SUSPECT,1,tensed                                                                         
28241,Black,Male,0,,SUSPECT,2,Null
28242,White,Male,30,,ARRESTEE,1,assaulted officer                                                              
28243,Black,Male,64,,SUSPECT,1,tensed                                                                         
28244,Black,Male,28,No,ARRESTEE,1,fled on foot                                                                   
28245,Black,Male,31,No,ARRESTEE,2,fled on foot                                                                   
28246,Black,Male,28,,PIC,1,Null
28247,Black,Male,32,Yes,ARRESTEE,1,verbal non-compliance                                                          
28248,Black,Male,43,No,ARRESTEE,1,verbal non-compliance                                                          
28249,White,Male,55,,Citee,1,verbal non-compliance                                                          
28250,Black,Male,42,Yes,ARRESTEE,1,verbal non-compliance                                                          
28251,White,Male,42,Yes,PIC,1,tensed                                                                         
28252,Null,Male,38,,ARRESTEE,1,verbal non-compliance                                                          
28253,White,Male,35,No,ARRESTEE,1,Null
28254,Black,Male,15,,Citee,1,fled on foot                                                                   
28255,Black,Male,41,Yes,ARRESTEE,1,fled on foot                                                                   
28256,Black,Male,0,,INVOLVED,2,Null
28257,Black,Male,45,,ARRESTEE,1,Null
28258,Black,Female,32,,ARRESTEE,3,Null
28259,Black,Male,0,,INVOLVED,2,Null
28260,Black,Male,21,,ARRESTEE,1,Null
28261,Black,Male,21,,ARRESTEE,2,Null
28262,White,Male,57,,INVOLVED,1,Null
28263,Null,Male,55,,DRIVER,1,Null
28264,Black,Male,0,,SUBJECT,3,verbal non-compliance                                                          
28265,Black,Male,45,,ARRESTEE,1,Null
28266,Black,Male,16,Yes,ARRESTEE,1,Null
28267,Black,Male,30,,ARRESTEE,1,tensed                                                                         
28268,White,Male,22,,ARRESTEE,2,fled on foot                                                                   
28269,Black,Male,33,,Citee,1,tensed                                                                         
28270,Black,Male,18,,OTHER,1,other                                                                          
28271,Black,Male,38,,OTHER,2,other                                                                          
28272,Black,Male,29,,ARRESTEE,1,other                                                                          
28273,White,Female,17,,ARRESTEE,3,assaulted officer                                                              
28274,Black,Male,0,,SUSPECT,1,verbal non-compliance                                                          
28275,Black,Male,22,No,A,1,verbal non-compliance
28276,Black,Male,28,Yes,V,1,tensed
28277,Black,Male,33,No,A,1,verbal non-compliance
28278,Black,Male,29,,W,2,tensed
28279,Black,Female,17,,A,1,tensed
28280,Black,Male,23,No,A,1,unspecified
28281,Black,Male,32,,A,1,tensed
28282,Black,Male,25,Yes,A,1,commission of crime
28283,Black,Female,27,No,A,1,assaulted officer
28284,White,Male,55,,A,1,fled on foot
28285,Other / Mixed Race,Male,41,,A,1,commission of crime
28286,Black,Male,36,No,A,1,unspecified
28287,White,Male,40,,INVOLVED,1,Null
28288,Native American,Female,29,,ARRESTEE,1,Null
28289,White,Female,0,,SUBJECT,3,Null
28290,Black,Male,21,,ARRESTEE,1,Null
28291,Black,Male,44,,PIC,1,Null
28292,White,Female,33,,ARRESTEE,1,Null
28293,Black,Male,41,,ARRESTEE,1,Null
28294,Pacific Islander,Male,30,,SUBJECT,1,tensed                                                                         
28295,White,Male,23,,Citee,1,Null
28296,Native American,Male,51,,OTHER,1,Null
28297,Black,Male,22,Yes,ARRESTEE,1,fled on foot                                                                   
28298,White,Male,44,,Citee,1,fled on foot                                                                   
28299,White,Male,41,No,ARRESTEE,1,tensed                                                                         
28300,Null,Male,23,,ARRESTEE,1,Null
28301,Black,Male,20,,OTHER,1,tensed                                                                         
28302,Black,Male,23,,SUSPECT,1,assaulted officer                                                              
28303,Black,Male,34,,ARRESTEE,1,other                                                                          
28304,White,Male,36,Yes,ARRESTEE,1,tensed                                                                         
28305,Black,Male,22,,VICTIM,1,tensed                                                                         
28306,Black,Male,43,Yes,A,1,tensed
28307,Black,Male,24,,A,1,fled on foot
28308,Black,Male,20,,A,1,commission of crime
28309,Null,Female,0,,OT,2,commission of crime
28310,Black,Male,19,,A,1,tensed
28311,Black,Male,41,No,A,1,tensed
28312,White,Female,27,Yes,A,1,assaulted officer
28313,Black,Male,18,Yes,A,1,fled on foot
28314,White,Female,31,No,A,1,tensed
28315,Black,Female,41,Yes,A,1,fled in vehicle
28316,Null,Male,25,,S,2,commission of crime
28317,White,Male,22,,S,2,commission of crime
28318,Asian,Male,71,,INVOLVED,2,tensed                                                                         
28319,Null,Female,29,,ARRESTEE,1,assaulted officer                                                              
28320,Black,Male,46,,PIC,1,tensed                                                                         
28321,Black,Male,29,,PIC,1,Null
28322,White,Male,23,,SUBJECT,1,other                                                                          
28323,Black,Male,39,,SUSPECT,1,Null
28324,Black,Male,34,,ARRESTEE,1,assaulted officer                                                              
28325,White,Female,27,Yes,PIC,1,other                                                                          
28326,Null,Male,24,,ARRESTEE,1,commission of a crime                                                          
28327,White,Male,38,,ARRESTEE,1,other                                                                          
28328,White,Male,25,,PIC,1,Null
28329,White,Male,47,,ARRESTEE,1,Null
28330,Black,Male,18,,Citee,1,Null
28331,White,Male,22,,PIC,1,Null
28332,White,Male,22,,ARRESTEE,4,assaulted officer                                                              
28333,Black,Male,20,,ARRESTEE,1,Null
28334,Black,Male,30,,ARRESTEE,2,other                                                                          
28335,Black,Female,33,,VICTIM,1,other                                                                          
28336,Black,Male,35,,ARRESTEE,1,Null
28337,Black,Male,26,,ARRESTEE,1,Null
28338,Black,Male,25,,ARRESTEE,1,fled on foot                                                                   
28339,Null,Male,21,,ARRESTEE,1,Null
28340,White,Male,31,,REPORTING PARTY,1,other                                                                          
28341,Black,Male,40,,ARRESTEE,1,Null
28342,Black,Male,18,,SUBJECT,1,Null
28343,Black,Male,44,,SUBJECT,1,Null
28344,Black,Female,29,,ARRESTEE,1,Null
28345,White,Female,20,,PIC,1,Null
28346,Black,Male,29,No,ARRESTEE,1,Null
28347,White,Female,26,,ARRESTEE,1,assaulted officer                                                              
28348,Black,Male,26,No,ARRESTEE,1,tensed                                                                         
28349,Black,Male,33,,ARRESTEE,1,fled on foot                                                                   
28350,White,Male,36,,INVOLVED,1,verbal non-compliance                                                          
28351,White,Male,0,,SUSPECT,10,other                                                                          
28352,Black,Male,25,,INVOLVED,1,commission of a crime                                                          
28353,Black,Male,32,,PIC,1,verbal non-compliance                                                          
28354,Black,Male,24,,OFFENDER,1,Null
28355,Black,Female,34,,PARENT/GRDN,1,tensed                                                                         
28356,White,Male,36,,SUSPECT,1,other                                                                          
28357,White,Male,0,,VICTIM,1,assaulted officer                                                              
28358,White,Male,20,No,PIC,1,fled on foot                                                                   
28359,Null,Male,0,,SUSPECT,7,assaulted officer                                                              
28360,White,Male,0,,SUSPECT,6,assaulted officer                                                              
28361,Black,Male,21,,S,3,verbal non-compliance
28362,Black,Male,46,No,A,1,fled on foot
28363,White,Male,28,,S,1,commission of crime
28364,Black,Male,31,No,A,1,unspecified
28365,Black,Male,20,,S,1,commission of crime
28366,Black,Male,27,No,S,1,tensed
28367,Black,Male,26,,ARRESTEE,1,other                                                                          
28368,White,Male,25,,SUSPECT,1,tensed                                                                         
28369,White,Female,36,,INVOLVED,1,tensed                                                                         
28370,Black,Female,0,,INVOLVED,1,verbal non-compliance                                                          
28371,Black,Male,28,,ARRESTEE,2,verbal non-compliance                                                          
28372,Black,Female,23,Yes,VICT/ARRESTEE,1,commission of a crime                                                          
28373,Black,Male,0,,INVOLVED,1,commission of a crime                                                          
28374,Black,Male,25,,SUSPECT,1,commission of a crime                                                          
28375,Black,Male,26,,SUSPECT,1,tensed                                                                         
28376,Black,Male,27,,SUSPECT,2,commission of a crime                                                          
28377,Black,Male,23,,ARRESTEE,1,fled on foot                                                                   
28378,Black,Male,34,,ARRESTEE,1,assaulted officer                                                              
28379,White,Male,18,Yes,ARRESTEE,2,tensed                                                                         
28380,White,Male,23,No,ARRESTEE,1,tensed                                                                         
28381,Black,Male,15,,ARRESTEE,1,tensed                                                                         
28382,White,Male,44,,SUSPECT,1,Null
28383,Black,Male,40,,ARRESTEE,1,fled on foot                                                                   
28384,Black,Female,0,,OTHER,6,verbal non-compliance                                                          
28385,Null,Female,33,,ARRESTEE,1,assaulted officer                                                              
28386,Native American,Male,36,No,ARRESTEE,1,tensed                                                                         
28387,Null,Null,0,,INVOLVED,1,Null
28388,Null,Null,0,,SUSPECT,3,assaulted police horse                                                         
28389,Null,Male,26,No,ARRESTEE,3,commission of a crime                                                          
28390,Native American,Male,30,,SUSPECT,1,fled on foot                                                                   
28391,Black,Male,28,,ARRESTEE,1,commission of a crime                                                          
28392,Black,Male,26,,Citee,1,Null
28393,White,Male,23,,PIC,2,tensed                                                                         
28394,Native American,Male,34,No,ARRESTEE,1,tensed                                                                         
28395,White,Female,27,,SUBJECT,1,Null
28396,Black,Male,22,,SUBJECT,1,Null
28397,Black,Female,21,,ARRESTEE,1,assaulted officer                                                              
28398,Black,Male,40,,ARRESTEE,1,Null
28399,Black,Male,23,,A,1,tensed
28400,Black,Male,26,No,A,1,tensed
28401,Black,Male,33,,A,1,commission of crime
28402,Black,Male,22,Yes,A,1,assaulted officer
28403,White,Male,44,,A,1,verbal non-compliance
28404,Black,Male,27,No,A,1,fled on foot
28405,White,Male,22,Yes,A,1,fled in vehicle
28406,White,Male,31,Yes,A,1,commission of crime
28407,Black,Male,21,Yes,A,2,commission of crime
28408,Black,Female,15,No,A,1,tensed
28409,Black,Male,22,,A,1,unspecified
28410,Other / Mixed Race,Male,20,No,A,2,assaulted officer
28411,White,Male,42,,ARRESTEE,1,Null
28412,Black,Male,20,,ARRESTEE,1,verbal non-compliance                                                          
28413,Black,Male,26,Yes,ARRESTEE,1,fled on foot                                                                   
28414,Black,Male,49,,OTHER,1,Null
28415,Black,Male,24,,Citee,1,Null
28416,Black,Male,32,,PIC,1,Null
28417,Null,Male,41,,ARRESTEE,1,Null
28418,Black,Female,0,,OTHER,1,commission of a crime                                                          
28419,Black,Male,24,,SUSPECT,2,Null
28420,Black,Male,32,,PIC,1,Null
28421,Black,Male,23,,OT,1,fled on foot
28422,White,Male,22,Yes,SP,1,tensed
28423,Black,Female,27,,A,2,tensed
28424,Black,Male,31,,A,1,tensed
28425,Black,Male,29,No,A,1,assaulted officer
28426,White,Male,56,Yes,A,1,assaulted officer
28427,Black,Male,29,No,A,1,assaulted officer
28428,Null,Male,22,,OT,1,tensed
28429,White,Male,46,Yes,OT,1,fled in vehicle
28430,White,Male,29,Yes,A,1,fled on foot
28431,Black,Male,35,Yes,A,1,tensed
28432,Black,Male,34,Yes,A,1,fled in vehicle
28433,White,Male,26,,ARRESTEE,1,tensed                                                                         
28434,Black,Male,19,,ARRESTEE,1,other                                                                          
28435,Black,Male,28,,INVOLVED,1,assaulted officer                                                              
28436,White,Male,23,,SUBJECT,1,Null
28437,White,Male,38,,ARRESTEE,1,assaulted officer                                                              
28438,White,Male,32,,ARRESTEE,1,tensed                                                                         
28439,White,Male,24,,ARRESTEE,1,fled on foot                                                                   
28440,Black,Male,29,No,ARRESTEE,1,other                                                                          
28441,Black,Female,17,,A,1,commission of crime
28442,White,Male,25,,S,1,commission of crime
28443,Black,Male,31,Yes,A,1,commission of crime
28444,Black,Male,23,Yes,A,1,tensed
28445,Null,Female,38,,OT,1,tensed
28446,Black,Male,24,Yes,A,1,fled on foot
28447,Black,Male,38,No,OT,1,verbal non-compliance
28448,Black,Male,24,Yes,A,1,tensed
28449,Black,Female,20,Yes,A,1,commission of crime
28450,White,Male,21,No,A,1,assaulted officer
28451,Black,Male,21,No,S,1,tensed
28452,White,Male,26,Yes,S,1,verbal non-compliance
28453,White,Male,36,Yes,ARRESTEE,1,other                                                                          
28454,White,Male,41,No,INVOLVED,1,other                                                                          
28455,Black,Male,35,,ARRESTEE,1,other                                                                          
28456,White,Male,0,,SUSPECT,1,other                                                                          
28457,Black,Male,18,,ARRESTEE,1,other                                                                          
28458,Black,Male,37,,ARRESTEE,1,tensed                                                                         
28459,White,Male,43,Yes,SUSPECT,1,commission of a crime                                                          
28460,Black,Male,36,,ARRESTEE,1,tensed                                                                         
28461,Black,Male,18,,S,1,verbal non-compliance
28462,Black,Male,24,,A,1,verbal non-compliance
28463,White,Male,22,,S,2,commission of crime
28464,Black,Male,23,,A,1,tensed
28465,Black,Male,52,No,OT,1,tensed
28466,Black,Male,21,,S,1,commission of crime
28467,Black,Female,30,,S,2,commission of crime
28468,Black,Male,21,,S,1,unspecified
28469,Black,Female,0,,OT,1,tensed
28470,Native American,Male,46,,OT,1,tensed
28471,Other / Mixed Race,Male,34,Yes,A,1,fled on foot
28472,Black,Female,20,,S,1,commission of crime
28473,Null,Male,25,,ARRESTEE,1,Null
28474,Black,Female,23,,INVOLVED,1,Null
28475,Black,Male,27,,INVOLVED,1,other                                                                          
28476,White,Male,33,,SUSPECT,1,commission of a crime                                                          
28477,Black,Female,0,,INVOLVED,2,tensed                                                                         
28478,Null,Male,31,,Citee,1,other                                                                          
28479,Null,Male,20,No,ARRESTEE,1,assaulted officer                                                              
28480,White,Male,28,Yes,ARRESTEE,1,fled on foot                                                                   
28481,Black,Male,29,,SUBJECT,1,verbal non-compliance                                                          
28482,Black,Female,22,No,ARRESTEE,1,assaulted officer                                                              
28483,White,Male,48,,ARRESTEE,1,assaulted officer                                                              
28484,Native American,Male,29,No,S,1,commission of crime
28485,Black,Male,30,Yes,A,1,unspecified
28486,Other / Mixed Race,Male,26,Yes,OT,1,assaulted officer
28487,Black,Male,18,No,OT,3,commission of crime
28488,Black,Male,36,Yes,A,1,fled in vehicle
28489,White,Male,21,,S,1,commission of crime
28490,Black,Female,21,Yes,A,1,assaulted officer
28491,Black,Male,19,Yes,A,1,fled on foot
28492,Black,Male,39,No,A,1,commission of crime
28493,Black,Male,30,No,A,1,commission of crime
28494,Black,Male,21,No,A,1,commission of crime
28495,Black,Male,43,,S,1,commission of crime
28496,Black,Male,16,Yes,A,1,fled on foot
28497,Black,Male,36,No,A,1,commission of crime
28498,White,Male,21,Yes,A,1,commission of crime
28499,Black,Female,21,No,A,1,commission of crime
28500,White,Male,35,No,OT,1,tensed
28501,Black,Male,17,Yes,A,1,unspecified
28502,Black,Male,21,Yes,A,1,commission of crime
28503,Black,Male,17,Yes,OT,2,verbal non-compliance
28504,Black,Male,24,No,A,1,fled on foot
28505,Null,Female,24,No,A,2,tensed
28506,Black,Female,23,,OT,2,verbal non-compliance
28507,Black,Male,16,No,A,1,assaulted officer
28508,Black,Male,24,,ARRESTEE,2,Null
28509,Null,Null,0,,nan,-1,Null
28510,White,Male,60,,ARRESTEE,1,Null
28511,Black,Male,25,,ARRESTEE,1,fled on foot                                                                   
28512,White,Male,0,Yes,SUSPECT,1,Null
28513,Black,Male,25,,ARRESTEE,1,assaulted officer                                                              
28514,Black,Male,0,,INVOLVED,1,commission of a crime                                                          
28515,Null,Female,0,,INVOLVED,1,verbal non-compliance                                                          
28516,Black,Male,24,No,SUBJECT,1,Null
28517,Black,Male,0,,SUSPECT,1,commission of a crime                                                          
28518,Black,Male,23,Yes,ARRESTEE,1,tensed                                                                         
28519,White,Male,27,Yes,ARRESTEE,1,commission of a crime                                                          
28520,Native American,Female,20,,ARRESTEE,1,other                                                                          
28521,Black,Male,23,No,ARRESTEE,1,tensed                                                                         
28522,Black,Male,16,,JUV-CITED,2,tensed                                                                         
28523,Black,Male,0,No,PIC,1,tensed                                                                         
28524,Black,Male,21,,INVOLVED,1,tensed                                                                         
28525,Black,Male,40,,ARRESTEE,1,other                                                                          
28526,Black,Male,26,,ARRESTEE,1,Null
28527,Black,Male,25,,ARRESTEE,2,fled on foot                                                                   
28528,White,Male,23,No,ARRESTEE,1,tensed                                                                         
28529,Black,Male,37,,INVOLVED,3,Null
28530,Black,Male,40,,ARRESTEE,1,Null
28531,Black,Male,19,,ARRESTEE,2,Null
28532,White,Male,24,No,SUSPECT,1,Null
28533,Black,Male,29,No,ARRESTEE,1,Null
28534,Black,Male,32,,INVOLVED,2,Null
28535,Black,Male,45,,ARRESTEE,1,Null
28536,White,Male,39,,ARRESTEE,1,Null
28537,Black,Male,18,,PIC,1,Null
28538,Black,Female,47,,Citee,1,Null
28539,Black,Male,29,,ARRESTEE,1,Null
28540,White,Male,39,,ARRESTEE,1,Null
28541,White,Male,17,,ARRESTEE,1,Null
28542,White,Male,39,,ARRESTEE,1,Null
28543,White,Male,23,,SUSPECT,1,Null
28544,White,Female,40,,SUBJECT,2,Null
28545,White,Male,47,Yes,V,1,tensed
28546,Null,Null,0,,OT,4,verbal non-compliance
28547,Black,Female,21,,S,1,verbal non-compliance
28548,Black,Male,27,,A,1,assaulted officer
28549,White,Female,29,,A,1,assaulted officer
28550,White,Male,25,,A,1,fled in vehicle
28551,Black,Male,28,No,A,2,tensed
28552,Native American,Female,32,No,A,1,verbal non-compliance
28553,Black,Female,21,Yes,A,1,fled on foot
28554,Black,Male,30,No,A,1,tensed
28555,Native American,Male,27,No,OT,1,unspecified
28556,White,Male,49,,A,1,unspecified
28557,Black,Female,16,,V,1,unspecified
28558,Black,Male,21,Yes,A,1,unspecified
28559,White,Male,34,,A,1,tensed
28560,Black,Male,15,,S,1,commission of crime
28561,Black,Male,31,No,ARRESTEE,1,fled on foot                                                                   
28562,White,Male,25,Yes,ARRESTEE,1,assaulted officer                                                              
28563,Black,Male,0,,INVOLVED,2,verbal non-compliance                                                          
28564,Black,Male,20,,PASSENGER,1,tensed                                                                         
28565,Black,Male,30,No,INVOLVED,1,other                                                                          
28566,White,Female,28,,VICT/SUSPECT,2,commission of a crime                                                          
28567,Black,Female,0,,INVOLVED,1,other                                                                          
28568,Null,Male,0,,INVOLVED,1,verbal non-compliance                                                          
28569,Black,Male,33,,ARRESTEE,2,tensed                                                                         
28570,Black,Female,0,,SUSPECT,3,other                                                                          
28571,Black,Male,47,,ARRESTEE,1,Null
28572,White,Male,39,,INVOLVED,1,Null
28573,Black,Male,31,,ARRESTEE,1,other                                                                          
28574,White,Male,36,,PIC,1,Null
28575,White,Male,28,,PIC,1,Null
28576,Black,Female,0,,OTHER,1,commission of a crime                                                          
28577,Black,Male,28,,ARRESTEE,1,Null
28578,Black,Female,17,,ARRESTEE,2,Null
28579,Black,Male,18,,ARRESTEE,1,commission of a crime                                                          
28580,Black,Female,5,,INVOLVED,3,Null
28581,White,Male,31,,ARRESTEE,1,Null
28582,Black,Male,44,,ARRESTEE,1,Null
28583,Black,Male,39,,SUSPECT,1,Null
28584,White,Male,34,,PIC,2,Null
28585,Black,Male,40,,INVOLVED,1,Null
28586,Black,Female,29,,INVOLVED,2,Null
28587,Black,Male,30,,INVOLVED,4,Null
28588,Black,Female,28,,ARRESTEE,1,Null
28589,White,Male,25,,PIC,1,tensed                                                                         
28590,Black,Male,32,,PIC,1,Null
28591,Black,Male,34,,PIC,1,Null
28592,Black,Male,33,,Citee,1,Null
28593,White,Female,0,,PIC,1,Null
28594,Black,Male,49,,ARRESTEE,1,Null
28595,White,Male,39,,SUBJECT,2,Null
28596,Black,Male,21,,VICTIM,1,Null
28597,Native American,Male,19,Yes,A,1,assaulted officer
28598,White,Male,40,Yes,A,1,fled on foot
28599,Black,Male,37,No,OT,2,unspecified
28600,Null,Null,0,,S,1,tensed
28601,Black,Male,18,No,S,1,commission of crime
28602,Black,Male,28,No,A,1,commission of crime
28603,White,Male,54,No,A,1,tensed
28604,Asian,Male,35,No,A,1,tensed
28605,White,Male,23,No,A,1,verbal non-compliance
28606,Black,Male,17,,A,2,unspecified
28607,Black,Male,20,No,A,1,tensed
28608,White,Male,53,Yes,S,1,tensed
28609,Other / Mixed Race,Male,31,Yes,OT,1,tensed
28610,Black,Male,33,Yes,A,1,tensed
28611,Black,Male,27,Yes,A,2,tensed
28612,Black,Male,25,Yes,A,1,unspecified
28613,White,Male,23,,S,1,unspecified
28614,Black,Male,46,Yes,A,1,assaulted officer
28615,Black,Male,14,,A,1,commission of crime
28616,White,Male,20,,A,1,commission of crime
28617,Other / Mixed Race,Female,32,,A,1,tensed
28618,Black,Female,17,,A,2,commission of crime
28619,Black,Female,21,,V,1,commission of crime
28620,Asian,Male,27,,A,1,tensed
28621,White,Male,27,,A,1,tensed
28622,Null,Female,23,No,O,1,commission of crime
28623,Native American,Male,45,,A,1,tensed
28624,Other / Mixed Race,Male,16,Yes,S,1,commission of crime
28625,White,Male,20,,S,2,commission of crime
28626,White,Male,35,Yes,A,1,tensed
28627,White,Male,30,,S,1,verbal non-compliance
28628,Black,Female,15,,A,1,tensed
28629,White,Male,18,Yes,OT,1,tensed
28630,White,Male,32,Yes,A,1,verbal non-compliance
28631,Other / Mixed Race,Male,21,No,S,1,tensed
28632,White,Male,24,No,OT,1,tensed
28633,White,Male,18,Yes,ARRESTEE,1,assaulted officer                                                              
28634,Black,Female,22,Yes,ARRESTEE,1,tensed                                                                         
28635,Black,Male,39,No,ARRESTEE,1,other                                                                          
28636,Native American,Male,24,No,ARRESTEE,1,assaulted officer                                                              
28637,Black,Male,21,Yes,ARRESTEE,1,fled in a vehicle                                                              
28638,Black,Male,26,No,ARRESTEE,1,tensed                                                                         
28639,Black,Male,30,,ARRESTEE,1,commission of a crime                                                          
28640,Black,Male,24,Yes,ARRESTEE,1,commission of a crime                                                          
28641,Black,Male,29,,ARRESTEE,1,commission of a crime                                                          
28642,White,Male,23,,SUBJECT,1,assaulted officer                                                              
28643,Null,Null,0,,SUSPECT,2,verbal non-compliance                                                          
28644,Black,Male,28,,ARRESTEE,1,fled on foot                                                                   
28645,White,Male,48,,ARRESTEE,1,tensed                                                                         
28646,Native American,Male,16,,JUV-SUSPECT,1,verbal non-compliance                                                          
28647,Black,Male,26,No,ARRESTEE,1,fled on foot                                                                   
28648,Null,Male,24,,ARRESTEE,1,verbal non-compliance                                                          
28649,Native American,Male,41,,ARRESTEE,1,fled on foot                                                                   
28650,Black,Male,28,,ARRESTEE,1,verbal non-compliance                                                          
28651,Black,Male,45,No,ARRESTEE,1,Null
28652,Black,Female,27,,INVOLVED,1,Null
28653,Black,Male,76,,INVOLVED,6,Null
28654,Black,Male,24,Yes,ARRESTEE,1,tensed                                                                         
28655,Black,Male,28,,ARRESTEE,1,Null
28656,White,Male,25,,PIC,1,tensed                                                                         
28657,Black,Male,52,,ARRESTEE,1,Null
28658,Black,Female,19,,VICTIM,1,Null
28659,Black,Male,0,,PIC,1,Null
28660,Black,Male,26,,ARRESTEE,1,Null
28661,Black,Male,21,Yes,A,1,tensed
28662,White,Male,25,No,A,1,tensed
28663,Black,Male,30,No,S,1,assaulted officer
28664,Black,Male,26,Yes,A,1,fled in vehicle
28665,Black,Male,25,Yes,OT,1,tensed
28666,Black,Male,20,,A,1,tensed
28667,Black,Female,39,Yes,A,1,unspecified
28668,White,Male,31,,A,1,tensed
28669,Black,Male,0,No,S,1,verbal non-compliance
28670,White,Male,20,,S,1,commission of crime
28671,Black,Male,23,Yes,A,1,assaulted officer
28672,Black,Female,20,No,S,1,verbal non-compliance
28673,Black,Female,0,No,S,1,commission of crime
28674,Black,Male,34,No,A,1,assaulted officer
28675,Black,Male,23,Yes,A,1,fled in vehicle
28676,White,Male,22,,A,1,tensed
28677,Black,Female,23,,A,1,tensed
28678,Other / Mixed Race,Male,24,No,V,1,tensed
28679,Black,Female,23,,S,2,verbal non-compliance
28680,Black,Male,34,,A,1,tensed
28681,Black,Male,26,No,A,1,unspecified
28682,Black,Male,35,No,A,1,tensed
28683,Native American,Male,30,Yes,S,1,verbal non-compliance
28684,White,Male,24,Yes,A,1,assaulted officer
28685,Black,Male,22,Yes,A,1,fled on foot
28686,Native American,Male,24,No,ARRESTEE,1,assaulted officer                                                              
28687,White,Male,18,,SUBJECT,1,assaulted officer                                                              
28688,Black,Male,20,No,ARRESTEE,1,Null
28689,Black,Female,21,No,ARRESTEE,1,assaulted officer                                                              
28690,Black,Male,27,Yes,ARRESTEE,1,assaulted officer                                                              
28691,White,Male,39,,SUSPECT,1,tensed                                                                         
28692,White,Male,48,,Citee,2,fled on foot                                                                   
28693,Black,Male,23,,ARRESTEE,1,assaulted officer                                                              
28694,Black,Male,20,No,ARRESTEE,1,fled on foot                                                                   
28695,Black,Male,16,,JUV-ARRESTEE,1,tensed                                                                         
28696,Black,Male,24,,INVOLVED,1,Null
28697,Black,Male,17,No,ARRESTEE,1,tensed                                                                         
28698,White,Male,28,,PIC,1,verbal non-compliance                                                          
28699,Black,Male,18,No,Citee,1,tensed                                                                         
28700,Black,Male,36,,ARRESTEE,1,other                                                                          
28701,Black,Male,30,,ARRESTEE,1,fled on foot                                                                   
28702,Black,Male,13,Yes,Citee,1,fled on foot                                                                   
